bam_file_list	VCF_ID	groups	altitud	species	Status	Longitude	Latitude
./bam/ZmH12015_02:CABV0ANXX:1:508341.sort.bam	ZmH1201502_ZmH12015	MV1	1779	Zea mays ssp. mays	Domesticated	-102.098333	20.198117
./bam/ZmH12015_03:CABV0ANXX:1:508342.sort.bam	ZmH1201503_ZmH12015	MV1	1779	Zea mays ssp. mays	Domesticated	-102.098333	20.198117
./bam/ZmH12015_04:CABV0ANXX:1:508343.sort.bam	ZmH1201504_ZmH12015	MV1	1779	Zea mays ssp. mays	Domesticated	-102.098333	20.198117
./bam/ZmH12015_05:CABV0ANXX:1:508344.sort.bam	ZmH1201505_ZmH12015	MV1	1779	Zea mays ssp. mays	Domesticated	-102.098333	20.198117
./bam/ZmH22015_01:CABV0ANXX:1:508345.sort.bam	ZmH2201501_ZmH22015	MV2	1763	Zea mays ssp. mays	Domesticated	-102.1011	20.192
./bam/ZmH22015_02:CABV0ANXX:1:508346.sort.bam	ZmH2201502_ZmH22015	MV2	1763	Zea mays ssp. mays	Domesticated	-102.1011	20.192
./bam/ZmH22015_03:CABV0ANXX:1:508347.sort.bam	ZmH2201503_ZmH22015	MV2	1763	Zea mays ssp. mays	Domesticated	-102.1011	20.192
./bam/ZmH22015_04:CABV0ANXX:1:508348.sort.bam	ZmH2201504_ZmH22015	MV2	1763	Zea mays ssp. mays	Domesticated	-102.1011	20.192
./bam/ZmH22015_05:CABV0ANXX:1:508349.sort.bam	ZmH2201505_ZmH22015	MV2	1763	Zea mays ssp. mays	Domesticated	-102.1011	20.192
./bam/ZmH32015_01:CABV0ANXX:1:508350.sort.bam	ZmH3201501_ZmH32015	MV2	1779	Zea mays ssp. mays	Domesticated	-102.098333	20.198117
./bam/ZmH32015_02:CABV0ANXX:1:508351.sort.bam	ZmH3201502_ZmH32015	MV2	1779	Zea mays ssp. mays	Domesticated	-102.098333	20.198117
./bam/ZmH32015_03:CABV0ANXX:1:508352.sort.bam	ZmH3201503_ZmH32015	MV2	1779	Zea mays ssp. mays	Domesticated	-102.098333	20.198117
./bam/ZmH32015_04:CABV0ANXX:1:508353.sort.bam	ZmH3201504_ZmH32015	MV2	1779	Zea mays ssp. mays	Domesticated	-102.098333	20.198117
./bam/ZmH32015_05:CABV0ANXX:1:508354.sort.bam	ZmH3201505_ZmH32015	MV2	1779	Zea mays ssp. mays	Domesticated	-102.098333	20.198117
./bam/ZmH42015_01:CABV0ANXX:3:508517.sort.bam	ZmH4201501_ZmH42015	MV1	1779	Zea mays ssp. mays	Domesticated	-102.09175	20.185483
./bam/ZmH42015_02:CABV0ANXX:3:508518.sort.bam	ZmH4201502_ZmH42015	MV1	1779	Zea mays ssp. mays	Domesticated	-102.09175	20.185483
./bam/ZmH42015_03:CABV0ANXX:3:508519.sort.bam	ZmH4201503_ZmH42015	MV1	1779	Zea mays ssp. mays	Domesticated	-102.09175	20.185483
./bam/ZmH42015_04:CABV0ANXX:3:508520.sort.bam	ZmH4201504_ZmH42015	MV1	1779	Zea mays ssp. mays	Domesticated	-102.09175	20.185483
./bam/ZmH42015_05:CABV0ANXX:3:508521.sort.bam	ZmH4201505_ZmH42015	MV1	1779	Zea mays ssp. mays	Domesticated	-102.09175	20.185483
./bam/ZmNa1944_02:CABV0ANXX:2:508397.sort.bam	ZmNa194403_ZmNa1944	LR<1960	1645	Zea mays ssp. mays	Domesticated	-101.95	20.1
./bam/ZmNa1944_04:CABV0ANXX:2:508399.sort.bam	ZmNa194404_ZmNa1944	LR<1960	1645	Zea mays ssp. mays	Domesticated	-101.95	20.1
./bam/ZmNa1944_05:CABV0ANXX:2:508403.sort.bam	ZmNa194405_ZmNa1944	LR<1960	1645	Zea mays ssp. mays	Domesticated	-101.95	20.1
./bam/ZmNa1944_06:CABV0ANXX:2:508404.sort.bam	ZmNa194406_ZmNa1944	LR<1960	1645	Zea mays ssp. mays	Domesticated	-101.95	20.1
./bam/ZmNa1952_01:CABV0ANXX:2:508396.sort.bam	MsNa195201_MsNa1952	LR<1960	1885	Zea mays ssp. mays	Domesticated	-101.2666667	20
./bam/ZmNa1952_02:CABV0ANXX:2:508401.sort.bam	MsNa195202_MsNa1952	LR<1960	1885	Zea mays ssp. mays	Domesticated	-101.2666667	20
./bam/ZmNa1952_03:CABV0ANXX:2:508398.sort.bam	ZmNa194407_ZmNa1944	LR<1960	1645	Zea mays ssp. mays	Domesticated	-101.95	20.1
./bam/ZmNa1952_03:CABV0ANXX:2:508402.sort.bam	MsNa195203_MsNa1952	LR<1960	1885	Zea mays ssp. mays	Domesticated	-101.2666667	20
./bam/ZmNa1979_01:CABV0ANXX:2:508393.sort.bam	ZmNa197901_ZmNa1979	LR>1960	1720	Zea mays ssp. mays	Domesticated	-102.1166667	19.85
./bam/ZmNa1979_02:CABV0ANXX:2:508394.sort.bam	ZmNa197902_ZmNa1979	LR>1960	1720	Zea mays ssp. mays	Domesticated	-102.1166667	19.85
./bam/ZmNa1979_03:CABV0ANXX:2:508395.sort.bam	ZmNa197903_ZmNa1979	LR>1960	1720	Zea mays ssp. mays	Domesticated	-102.1166667	19.85
./bam/ZmNa2004_01:CABV0ANXX:1:508388.sort.bam	ZmNa200401_ZmNa2004	LR>2000	1910	Zea mays ssp. mays	Domesticated	-102.060833	20.078333
./bam/ZmNa2015_01:CABV0ANXX:2:508415.sort.bam	ZmNa201501_ZmNa2015	LR>2000	1848	Zea mays ssp. mays	Domesticated	-102.07424	20.1503
./bam/ZmNa2015_02:CABV0ANXX:2:508416.sort.bam	ZmNa201502_ZmNa2015	LR>2000	1848	Zea mays ssp. mays	Domesticated	-102.07424	20.1503
./bam/ZmNa2015_03:CABV0ANXX:2:508417.sort.bam	ZmNa201503_ZmNa2015	LR>2000	1848	Zea mays ssp. mays	Domesticated	-102.07424	20.1503
./bam/ZmNa2015_04:CABV0ANXX:3:508559.sort.bam	ZmNa201504_ZmNa2015	LR>2000	1848	Zea mays ssp. mays	Domesticated	-102.07424	20.1503
./bam/ZmNa2015_05:CABV0ANXX:3:508560.sort.bam	ZmNa201505_ZmNa2015	LR>2000	1848	Zea mays ssp. mays	Domesticated	-102.07424	20.1503
./bam/ZmTm1983_01:CABV0ANXX:3:508562.sort.bam	ZmTm198305_ZmTm1983	Zmx1980	1800	Zea mays ssp. mexicana	CWR	-102.0833333	20.15
./bam/ZmTm1984_01:CABV0ANXX:2:508392.sort.bam	ZmTm198301_ZmTm1983	Zmx1980	1800	Zea mays ssp. mexicana	CWR	-102.0833333	20.15
./bam/ZmTm2004_01:CABV0ANXX:1:508318.sort.bam	ZmTm200401_ZmTm2004	Zmx>2000	1916	Zea mays ssp. mexicana	CWR	-102.060833	20.078333
./bam/ZmTm2004_02:CABV0ANXX:1:508319.sort.bam	ZmTm200402_ZmTm2004	Zmx>2000	1916	Zea mays ssp. mexicana	CWR	-102.060833	20.078333
./bam/ZmTm2004_03:CABV0ANXX:1:508320.sort.bam	ZmTm200403_ZmTm2004	Zmx>2000	1916	Zea mays ssp. mexicana	CWR	-102.060833	20.078333
./bam/ZmTm2004_04:CABV0ANXX:1:508321.sort.bam	ZmTm200404_ZmTm2004	Zmx>2000	1916	Zea mays ssp. mexicana	CWR	-102.060833	20.078333
./bam/ZmTm2004_05:CABV0ANXX:1:508322.sort.bam	ZmTm200405_ZmTm2004	Zmx>2000	1916	Zea mays ssp. mexicana	CWR	-102.060833	20.078333
./bam/ZmTm2014_01:CABV0ANXX:3:508557.sort.bam	ZmTm201401_ZmTm2014	Zmx>2000	1834	Zea mays ssp. mexicana	CWR	-102.06897	20.15188
./bam/ZmTm2014_02:CABV0ANXX:3:508558.sort.bam	ZmTm201402_ZmTm2014	Zmx>2000	1834	Zea mays ssp. mexicana	CWR	-102.06897	20.15188
./bam/ZmTm2015_01:CABV0ANXX:2:508400.sort.bam	ZmTm201501_ZmTm2015	Zmx>2000	1820	Zea mays ssp. mexicana	CWR	-102.075	20.1666
./bam/ZmTm2015_02:CABV0ANXX:2:508405.sort.bam	ZmTm201502_ZmTm2015	Zmx>2000	1820	Zea mays ssp. mexicana	CWR	-102.075	20.1666
./bam/ZmTm2015_03:CABV0ANXX:2:508406.sort.bam	ZmTm201503_ZmTm2015	Zmx>2000	1820	Zea mays ssp. mexicana	CWR	-102.075	20.1666
./bam/ZmTm2015_04:CABV0ANXX:2:508407.sort.bam	ZmTm201504_ZmTm2015	Zmx>2000	1820	Zea mays ssp. mexicana	CWR	-102.075	20.1666
./bam/ZmTm2015_05:CABV0ANXX:2:508408.sort.bam	ZmTm201505_ZmTm2015	Zmx>2000	1820	Zea mays ssp. mexicana	CWR	-102.075	20.1666
./bam/ZmTm2015_06:CABV0ANXX:2:508409.sort.bam	ZmTm201506_ZmTm2015	Zmx>2000	1820	Zea mays ssp. mexicana	CWR	-102.0742333	20.1503
./bam/ZmTm2015_07:CABV0ANXX:2:508410.sort.bam	ZmTm201507_ZmTm2015	Zmx>2000	1820	Zea mays ssp. mexicana	CWR	-102.0742333	20.1503
./bam/ZmTm2015_08:CABV0ANXX:2:508411.sort.bam	ZmTm201508_ZmTm2015	Zmx>2000	1820	Zea mays ssp. mexicana	CWR	-102.0742333	20.1503
./bam/ZmTm2015_09:CABV0ANXX:2:508412.sort.bam	ZmTm201509_ZmTm2015	Zmx>2000	1820	Zea mays ssp. mexicana	CWR	-102.0742333	20.1503
./bam/ZmTm2015_10:CABV0ANXX:2:508413.sort.bam	ZmTm201510_ZmTm2015	Zmx>2000	1820	Zea mays ssp. mexicana	CWR	-102.0742333	20.1503
./bam/ZmTm2015_11:CABV0ANXX:2:508414.sort.bam	ZmTm201511_ZmTm2015	Zmx>2000	1820	Zea mays ssp. mexicana	CWR	-102.0742333	20.1503
